Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00       4/6           BlueprintLoader::loadFixComp(Json::Value const&, FixtureComponentData const&) [2081]
                0.00    0.00       2/2           BlueprintLoader::loadHealth(Json::Value const&, HealthData const&) [2508]
-----------------------------------------------
                0.00    0.00       4/4           Controller::Controller(ControllerData const&) [137]
[136]    0.0    0.00    0.00       4         Controller::setSlave(std::string const&) [136]
                0.00    0.00       4/4           SlaveLocator::findPos(std::string const&) [138]
                0.00    0.00       4/112906      Game::getUniverse() [220]
                0.00    0.00       4/11643       Universe::getSlaveLocator() [292]
-----------------------------------------------
                0.00    0.00       4/4           ControlFactory::addController(std::string const&) [139]
[137]    0.0    0.00    0.00       4         Controller::Controller(ControllerData const&) [137]
                0.00    0.00       4/4           Controller::setSlave(std::string const&) [136]
                0.00    0.00      60/44472       std::map<Directive, bool, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::operator[](Directive&&) [258]
                0.00    0.00       4/229273      b2Vec2::b2Vec2(float, float) [194]
                0.00    0.00       4/4           std::map<Directive, bool, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::map() [2334]
                0.00    0.00       4/112906      Game::getUniverse() [220]
                0.00    0.00       4/4858        Universe::getControllerFactory() [345]
                0.00    0.00       4/4           ControlFactory::getNWFactory() [2228]
                0.00    0.00       4/4           NetworkComponent::NetworkComponent<Controller>(NetworkComponentData const&, void (Controller::*)(sf::Packet&), void (Controller::*)(sf::Packet&), Controller*, NetworkFactory&) [2233]
                0.00    0.00       4/4           IOComponent::IOComponent<Controller>(IOComponentData const&, void (Controller::*)(std::string, sf::Packet), Controller*) [2226]
                0.00    0.00       4/22          bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [1414]
-----------------------------------------------
                0.00    0.00       4/4           Controller::setSlave(std::string const&) [136]
[138]    0.0    0.00    0.00       4         SlaveLocator::findPos(std::string const&) [138]
                0.00    0.00       4/21          std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&) [88]
                0.00    0.00       4/98          std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::end() [900]
                0.00    0.00       4/21          std::_Rb_tree_iterator<std::pair<std::string const, int> >::operator!=(std::_Rb_tree_iterator<std::pair<std::string const, int> > const&) const [1421]
                0.00    0.00       4/38          std::_Rb_tree_iterator<std::pair<std::string const, int> >::operator->() const [1193]
-----------------------------------------------
                0.00    0.00       4/4           ControlFactory::resetControllers(std::vector<std::string, std::allocator<std::string> > const&) [140]
[139]    0.0    0.00    0.00       4         ControlFactory::addController(std::string const&) [139]
                0.00    0.00       4/4           Controller::Controller(ControllerData const&) [137]
                0.00    0.00       4/4           ControllerData::ControllerData() [2229]
                0.00    0.00       4/4           std::tr1::shared_ptr<Controller>::shared_ptr<Controller>(Controller*) [2336]
                0.00    0.00       4/4           std::vector<std::tr1::shared_ptr<Controller>, std::allocator<std::tr1::shared_ptr<Controller> > >::push_back(std::tr1::shared_ptr<Controller>&&) [2360]
                0.00    0.00       4/7           std::tr1::shared_ptr<Controller>::~shared_ptr() [2036]
                0.00    0.00       4/4           ControllerData::~ControllerData() [2230]
-----------------------------------------------
                0.00    0.00       1/1           _fu59___ZSt4cout [39]
[140]    0.0    0.00    0.00       1         ControlFactory::resetControllers(std::vector<std::string, std::allocator<std::string> > const&) [140]
                0.00    0.00       4/4           ControlFactory::addController(std::string const&) [139]
                0.00    0.00       5/5           std::vector<std::string, std::allocator<std::string> >::end() const [2205]
                0.00    0.00       5/5           bool __gnu_cxx::operator!=<std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&) [2196]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [2261]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator++() [2256]
                0.00    0.00       1/1           std::vector<std::tr1::shared_ptr<Controller>, std::allocator<std::tr1::shared_ptr<Controller> > >::clear() [2819]
                0.00    0.00       1/1           std::vector<std::string, std::allocator<std::string> >::begin() const [2710]
-----------------------------------------------
                0.00    0.00      13/13          std::_Rb_tree_iterator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::string const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::piecewise_construct_t const&, std::tuple<std::string const&>&&, std::tuple<>&&) [127]
[141]    0.0    0.00    0.00      13         std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::string const&) [141]
                0.00    0.00      18/256849      std::less<std::string>::operator()(std::string const&, std::string const&) const [9]
                0.00    0.00      18/119         std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::_S_key(std::_Rb_tree_node_base const*) [785]
                0.00    0.00      15/15          std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::_M_leftmost() [1638]
                0.00    0.00      13/13          std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >::_M_const_cast() const [1665]
                0.00    0.00      13/146         std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::_M_end() [695]
                0.00    0.00       9/129         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, void>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base*&) [748]
                0.00    0.00       6/6           std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::_M_rightmost() [2171]
                0.00    0.00       6/6           std::_Rb_tree_iterator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >::operator--() [2129]
                0.00    0.00       6/180         std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::_S_right(std::_Rb_tree_node_base*) [656]
                0.00    0.00       4/4           std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::size() const [2276]
                0.00    0.00       3/47          std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&, void>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&) [1166]
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::_M_get_insert_unique_pos(std::string const&) [2830]
-----------------------------------------------
                0.00    0.00      15/15          std::map<std::string, std::tr1::shared_ptr<Batch>, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<Batch> > > >::operator[](std::string const&) [86]
[142]    0.0    0.00    0.00      15         std::_Rb_tree_iterator<std::pair<std::string const, std::tr1::shared_ptr<Batch> > > std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<Batch> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<Batch> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<Batch> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::string const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<Batch> > >, std::piecewise_construct_t const&, std::tuple<std::string const&>&&, std::tuple<>&&) [142]
                0.00    0.00      15/15          std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<Batch> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<Batch> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<Batch> > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<Batch> > >, std::string const&) [150]
                0.00    0.00      15/15          std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<Batch> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<Batch> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<Batch> > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<Batch> > >*) [159]
                0.00    0.00      15/1055        std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [401]
                0.00    0.00      15/615         std::tuple<std::string const&>&& std::forward<std::tuple<std::string const&> >(std::remove_reference<std::tuple<std::string const&> >::type&) [468]
